id,学科,知识点,置信度,问题描述,定义原文,详解原文,修正后定义,验收结果
YW_G1_B1_CYJJ_006,语文,词语搭配与语言得体,78,typical_errors 举例不当：把“对长辈用‘拜读’”当作“敬谦辞用反”的反例有误，“拜读”是阅读对方作品时的谦辞，用于长辈实为正确用法，不能作为不当用例（典型错误把“拜读”当成对长辈的不当之辞，实则它是正确谦辞，会误导学生。）,使词语间搭配得当、语体契合对象与场合，做到准确又合乎礼仪。,用词要讲搭配与得体：主谓、动宾、修饰搭配要合乎习惯，如“提高水平”不能说“扩大水平”；同时语体要符合对象场合——对长辈用敬辞、对自己用谦辞，书面与口语有别。你把这两点做好，表达才准确妥帖。,,
YW_G1_B5_XDXG_004,语文,《再别康桥》的意象与音乐,78,example 与知识点略偏：“三美”（音乐美、绘画美、建筑美）是闻一多的新诗主张，example 转向简述“三美”主张，偏离本条“《再别康桥》的意象与音乐”；explanation 也未点明“三美”出自闻一多（例子转向闻一多“三美”主张，与本条“再别康桥意象与音乐”主题有偏差，且“三美”归属交代不清。）,以云彩、金柳、柔波等轻柔意象和回环韵律，抒发依依别情。,徐志摩《再别康桥》以“云彩”“金柳”“青荇”“柔波”等轻盈柔美的意象，写对康桥的眷恋，“轻轻”“悄悄”的回环与反复，赋予全诗音乐美。你赏析时要抓住“三美”——音乐美、绘画美、建筑美，体会其轻柔、惆怅而又洒脱的告别之情。,,
YY_RJ_G1_B1_WU_010,英语,简单句的基本结构,78,definition 有重复/表述缺陷：'由主语加谓语谓语部分构成'谓语重复（definition 里'谓语谓语'重复，一句话没说清。）,由主语加谓语谓语部分构成、可含宾语或状语完整表达意义的句子框架。,你把英语句子的骨架记住：主语在前，谓语动词是关键，必须有动词句子才成立。常见结构有主谓、主谓宾、主谓宾宾补等，例如 I study、I like music. 写长句别堆词，先保证主谓齐全，再用状语扩展。遇到句子成分题，先找动词，再反推主语和宾语，答案往往就清楚了。,,
YY_WY_G1_B1_U1_009,英语,名词变形容词的词形变化,78,typical_errors 第3条“单词转化时未注意字母等拼写细节而写错词形”空泛，未指向具体错误动作（typical_errors 有一条空泛套话）,通过加后缀把名词转化为描述性质的形容词的方法。,你在表达人或事物特征时，常需要把一个名词变成形容词。常见规律是加后缀，如 day 变 daily、care 变 careful、friend 变 friendly。看清句子需要名词还是形容词再选用形式，是这类题的关键。写作时可通过转换词性让表达更丰富，比如描述一个友好的同学用 a friendly classmate，而不是重复名词。,,
YY_WY_G1_B1_U6_004,英语,现在完成时与过去时比较,78,explanation 中夹杂英文词“impact 巨大”，表述不规范（explanation 中英文混用影响可读性）,现在完成时重在影响与一般过去时重在过去事件的对比。,你写含过去事件的句子要分清两种时态：现在完成时强调动作对现在的影响或延续，一般过去时只叙述过去发生的且与现在无关的事件。比如 I have seen the river 强调我见过了，impact 巨大；I saw it yesterday 只说明昨天见过。看句子是否与现在有关来选时态。,,
YY_WY_G1_B3_U2_004,英语,三种类型虚拟条件句对比,78,explanation 结尾“三类别混淆”表述残缺不通（explanation 语句不通）,现在未来过去三类虚拟条件句的时态搭配对比。,你掌握虚拟条件句要区分类型：与现在相反用过去时加 would 原形，与未来相反可用 were to 或 should，与过去相反用 had done 加 would have done。你做题时先判断假设针对哪一时段，再选择对应的时态组合，三类别混淆。分类清晰后虚拟题就不难解。,,
ZZ_G1_B1_FXG_001,政治,中国特色社会主义进入新时代,78,explanation 含模板套话'答题常考'结尾句（结尾'答题常考…'为库级统一模板套话，机械复述前文、无教学增量，需改写去除。）,党的十八大以来中国特色社会主义进入新时代，这是我国发展新的历史方位。,中国特色社会主义进入新时代是我国发展新的历史方位。你要掌握：新时代的标志是党的十八大（2012年）以来党和国家事业取得历史性成就、发生历史性变革；新时代是承前启后、继往开来，在新的历史条件下继续夺取中国特色社会主义伟大胜利的时代。答题常考新时代的历史方位判断和主要标志。,,
ZZ_G1_B1_FXG_002,政治,新时代社会主要矛盾,78,explanation 含模板套话'答题常考'结尾句（结尾'答题常考…'为库级统一模板套话，机械复述前文、无教学增量，需改写去除。）,社会主要矛盾是人民日益增长的美好生活需要和不平衡不充分的发展之间的矛盾。,新时代社会主要矛盾的变化是重大判断。你要掌握：我国社会主要矛盾已转化为人民日益增长的美好生活需要和不平衡不充分的发展之间的矛盾；这没有改变我国社会主义初级阶段的基本国情，也没有改变我国是世界最大发展中国家的国际地位。答题常考主要矛盾的内容及“两个没有变”的判断。,,
ZZ_G1_B1_FXG_003,政治,新时代的内涵,78,explanation 含模板套话'答题常考'结尾句（结尾'答题常考…'为库级统一模板套话，机械复述前文、无教学增量，需改写去除。）,新时代是全体中华儿女勠力同心、奋力实现中华民族伟大复兴中国梦的时代。,新时代具有丰富内涵。你要从多个维度理解：新时代是继续夺取中国特色社会主义伟大胜利的时代，是决胜全面建成小康社会进而全面建设社会主义现代化强国的时代，是全国各族人民团结奋斗、不断创造美好生活的时代，是全体中华儿女勠力同心奋力实现中华民族伟大复兴中国梦的时代。答题常考新时代内涵的多个维度表述。,,
ZZ_G1_B1_FXG_004,政治,中国梦的内涵,78,explanation 含模板套话'答题常考'结尾句（结尾'答题常考…'为库级统一模板套话，机械复述前文、无教学增量，需改写去除。）,中国梦是实现中华民族伟大复兴，基本内涵是国家富强、民族振兴、人民幸福。,中国梦是近代以来中华民族最伟大的梦想。你要掌握：中国梦的基本内涵是国家富强、民族振兴、人民幸福；中国梦把国家的追求、民族的向往、人民的期盼融为一体，体现了中华民族和中国人民的整体利益。答题常考中国梦的内涵及实现要求，注意“国家富强、民族振兴、人民幸福”三句话的完整表述。,,
ZZ_G1_B1_FXG_005,政治,实现中国梦的要求,78,explanation 含模板套话'答题常考'结尾句（结尾'答题常考…'为库级统一模板套话，机械复述前文、无教学增量，需改写去除。）,实现中国梦必须走中国道路、弘扬中国精神、凝聚中国力量。,实现中国梦有明确要求。你要掌握：必须走中国道路（中国特色社会主义道路）；必须弘扬中国精神（以爱国主义为核心的民族精神和以改革创新为核心的时代精神）；必须凝聚中国力量（全国各族人民大团结的力量）。答题常考实现中国梦的三条要求，注意民族精神与时代精神的核心表述。,,
ZZ_G1_B1_FXG_006,政治,习近平新时代中国特色社会主义,78,explanation 含模板套话'答题常考'结尾句（结尾'答题常考…'为库级统一模板套话，机械复述前文、无教学增量，需改写去除。）,习近平新时代中国特色社会主义思想是马克思主义中国化最新成果。,习近平新时代中国特色社会主义思想是党和国家必须长期坚持的指导思想。你要掌握：它是马克思主义中国化的最新成果，是中国特色社会主义理论体系的重要组成部分；它系统回答了新时代坚持和发展什么样的中国特色社会主义、怎样坚持和发展中国特色社会主义等重大时代课题。答题常考其地位和回答的时代课题。,,
ZZ_G1_B1_FXG_007,政治,新时代两步走战略,78,explanation 含模板套话'答题常考'结尾句（结尾'答题常考…'为库级统一模板套话，机械复述前文、无教学增量，需改写去除。）,2035年基本实现社会主义现代化，本世纪中叶建成社会主义现代化强国。,新时代两步走战略是全面建成小康社会后的战略安排。你要掌握：第一步，到2035年基本实现社会主义现代化；第二步，到本世纪中叶把我国建成富强民主文明和谐美丽的社会主义现代化强国。答题常考两步走战略的两个时间节点和目标，注意区分“基本实现”与“建成”的程度差异。,,
ZZ_G1_B1_FXG_008,政治,新时代的历史意义,78,explanation 套话：「尤其记住站起来、富起来、强起来的顺序」属于「记住这个结论」类填充（explanation 结尾「尤其记住……顺序」是命令式套话，不增加知识信息。）,新时代意味着中华民族迎来了从站起来、富起来到强起来的伟大飞跃。,中国特色社会主义进入新时代具有重大意义。你要掌握“三个意味着”：意味着中华民族迎来了从站起来、富起来到强起来的伟大飞跃；意味着科学社会主义在二十一世纪的中国焕发出强大生机活力；意味着中国为人类作出新的更大的贡献。答题常考新时代意义的“三个意味着”，尤其记住站起来、富起来、强起来的顺序。,,
